id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis,_ingest_timestamp,_source_system,_batch_id,_ingest_year,_ingest_month,_ingest_day
3184,Carlos,Gonzalez,PEP,1000003183,1972-08-31T00:00:00.000Z,2025-11-12T00:00:00.000Z,P,629,Santiago,Jalisco,Inactivo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3185,Ana,Gonzalez,CE,1000003184,1998-11-30T00:00:00.000Z,2026-02-13T00:00:00.000Z,S,484,Bogotá,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3186,Carlos,Martinez,CC,1000003185,1967-06-27T00:00:00.000Z,2024-06-14T00:00:00.000Z,S,724,Bogotá,,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3187,Carlos,Lopez,CE,1000003186,1986-07-04T00:00:00.000Z,2025-07-17T00:00:00.000Z,B,622,Lima,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3188,Maria,Rodriguez,CE,1000003187,1983-05-12T00:00:00.000Z,2024-04-15T00:00:00.000Z,S,781,CDMX,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3189,Pedro,Gonzalez,CE,1000003188,1981-11-10T00:00:00.000Z,2025-05-21T00:00:00.000Z,B,657,Buenos Aires,Cundinamarca,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3190,Pedro,Gonzalez,CE,1000003189,1996-08-02T00:00:00.000Z,2024-07-22T00:00:00.000Z,P,661,Lima,Metropolitana,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3191,Laura,Hernandez,CC,1000003190,1976-01-11T00:00:00.000Z,2025-08-19T00:00:00.000Z,S,335,CDMX,Metropolitana,Activo,,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3192,Laura,Martinez,PEP,1000003191,1977-05-31T00:00:00.000Z,2024-05-01T00:00:00.000Z,P,815,Lima,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3193,Maria,Lopez,PEP,1000003192,1954-02-10T00:00:00.000Z,2024-05-21T00:00:00.000Z,E,629,Medellín,Lima,Inactivo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3194,Laura,Rodriguez,CC,1000003193,2003-10-15T00:00:00.000Z,2025-01-30T00:00:00.000Z,S,568,Lima,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3195,Miguel,Gonzalez,CC,1000003194,1953-02-22T00:00:00.000Z,2024-09-27T00:00:00.000Z,S,369,Buenos Aires,Lima,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3196,Ana,Hernandez,CE,1000003195,1957-05-29T00:00:00.000Z,2025-04-04T00:00:00.000Z,S,818,Medellín,Jalisco,Activo,,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3197,Juan,Martinez,CE,1000003196,1970-03-24T00:00:00.000Z,2026-02-07T00:00:00.000Z,B,677,Santiago,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3198,Miguel,Martinez,CC,1000003197,2003-06-10T00:00:00.000Z,2025-02-10T00:00:00.000Z,E,592,Lima,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3199,Juan,Rodriguez,PEP,1000003198,1981-07-31T00:00:00.000Z,2024-09-14T00:00:00.000Z,E,585,Buenos Aires,Lima,Bloqueado,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3200,Juan,Gonzalez,CE,1000003199,2001-06-03T00:00:00.000Z,2025-03-12T00:00:00.000Z,E,659,Bogotá,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3201,Maria,Rodriguez,CC,1000003200,1966-08-18T00:00:00.000Z,2024-08-09T00:00:00.000Z,P,885,CDMX,,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3202,Miguel,Rodriguez,CC,1000003201,1975-07-13T00:00:00.000Z,2024-09-24T00:00:00.000Z,E,823,Guadalajara,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3203,Maria,Garcia,CC,1000003202,1976-04-28T00:00:00.000Z,2025-05-01T00:00:00.000Z,B,636,Buenos Aires,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3204,Carlos,Hernandez,CE,1000003203,1984-06-16T00:00:00.000Z,2024-04-13T00:00:00.000Z,B,841,Santiago,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3205,Juan,Martinez,CC,1000003204,1993-12-25T00:00:00.000Z,2025-07-04T00:00:00.000Z,P,335,Guadalajara,Jalisco,Activo,,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3206,Ana,Garcia,PEP,1000003205,1971-07-12T00:00:00.000Z,2024-12-04T00:00:00.000Z,P,787,Buenos Aires,Jalisco,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3207,Laura,Lopez,CC,1000003206,1982-07-03T00:00:00.000Z,2024-07-24T00:00:00.000Z,E,678,Buenos Aires,Lima,Inactivo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3208,Ana,Martinez,CE,1000003207,1961-02-01T00:00:00.000Z,2024-05-08T00:00:00.000Z,E,643,Bogotá,,Bloqueado,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3209,Laura,Martinez,PEP,1000003208,1964-03-01T00:00:00.000Z,2025-12-12T00:00:00.000Z,B,529,CDMX,Lima,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3210,Juan,Hernandez,PEP,1000003209,1989-03-13T00:00:00.000Z,2025-08-04T00:00:00.000Z,B,874,Guadalajara,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3211,Juan,Lopez,CC,1000003210,1984-06-13T00:00:00.000Z,2024-06-19T00:00:00.000Z,E,696,Medellín,Buenos Aires,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3212,Juan,Gonzalez,CC,1000003211,1991-04-08T00:00:00.000Z,2025-08-31T00:00:00.000Z,B,720,CDMX,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3213,Maria,Lopez,PEP,1000003212,1997-01-02T00:00:00.000Z,2025-10-14T00:00:00.000Z,P,855,Santiago,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3214,Miguel,Gonzalez,CC,1000003213,1952-05-18T00:00:00.000Z,2025-10-29T00:00:00.000Z,B,701,Medellín,Jalisco,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3215,Laura,Lopez,CE,1000003214,1990-03-17T00:00:00.000Z,2024-04-24T00:00:00.000Z,E,787,Medellín,,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3216,Miguel,Rodriguez,PEP,1000003215,1976-05-12T00:00:00.000Z,2025-12-04T00:00:00.000Z,P,345,CDMX,,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3217,Maria,Lopez,CC,1000003216,1989-08-15T00:00:00.000Z,2024-10-09T00:00:00.000Z,B,453,Bogotá,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3218,Maria,Garcia,PEP,1000003217,1966-12-24T00:00:00.000Z,2025-09-26T00:00:00.000Z,P,560,Santiago,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3219,Pedro,Garcia,CC,1000003218,2000-11-27T00:00:00.000Z,2025-08-06T00:00:00.000Z,E,586,Bogotá,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3220,Ana,Hernandez,CC,1000003219,1958-03-20T00:00:00.000Z,2024-07-24T00:00:00.000Z,B,630,Bogotá,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3221,Ana,Gonzalez,CE,1000003220,1955-10-12T00:00:00.000Z,2024-11-19T00:00:00.000Z,E,771,Medellín,Jalisco,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3222,Carlos,Martinez,CC,1000003221,1949-05-25T00:00:00.000Z,2025-08-26T00:00:00.000Z,S,568,Buenos Aires,Metropolitana,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3223,Maria,Hernandez,CC,1000003222,1982-08-21T00:00:00.000Z,2025-06-11T00:00:00.000Z,E,456,Buenos Aires,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3224,Laura,Garcia,CC,1000003223,1996-06-17T00:00:00.000Z,2025-09-12T00:00:00.000Z,S,728,Buenos Aires,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3225,Pedro,Garcia,CE,1000003224,1966-09-06T00:00:00.000Z,2024-09-03T00:00:00.000Z,P,551,Medellín,Lima,Inactivo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3226,Pedro,Gonzalez,CC,1000003225,1983-06-21T00:00:00.000Z,2025-02-06T00:00:00.000Z,P,566,Guadalajara,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3227,Miguel,Garcia,CC,1000003226,1994-03-22T00:00:00.000Z,2024-06-07T00:00:00.000Z,S,358,Lima,Lima,Activo,,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3228,Ana,Garcia,CC,1000003227,1999-01-19T00:00:00.000Z,2026-01-08T00:00:00.000Z,P,858,Bogotá,Jalisco,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3229,Maria,Gonzalez,PEP,1000003228,1955-06-22T00:00:00.000Z,2024-12-31T00:00:00.000Z,P,899,CDMX,Cundinamarca,Bloqueado,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3230,Carlos,Garcia,CE,1000003229,1989-01-30T00:00:00.000Z,2026-02-23T00:00:00.000Z,E,470,Santiago,Buenos Aires,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3231,Maria,Martinez,PEP,1000003230,1999-11-11T00:00:00.000Z,2024-09-15T00:00:00.000Z,S,618,Lima,Cundinamarca,Bloqueado,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3232,Miguel,Rodriguez,CE,1000003231,1969-10-08T00:00:00.000Z,2024-08-01T00:00:00.000Z,B,697,Buenos Aires,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3233,Juan,Hernandez,CE,1000003232,1989-08-21T00:00:00.000Z,2024-06-04T00:00:00.000Z,P,314,Medellín,Jalisco,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3234,Maria,Martinez,PEP,1000003233,1980-01-04T00:00:00.000Z,2025-09-26T00:00:00.000Z,P,761,Guadalajara,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3235,Miguel,Martinez,CE,1000003234,1988-12-28T00:00:00.000Z,2026-02-04T00:00:00.000Z,B,437,Lima,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3236,Juan,Rodriguez,CE,1000003235,1957-02-10T00:00:00.000Z,2025-02-22T00:00:00.000Z,E,449,Medellín,Lima,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3237,Juan,Hernandez,PEP,1000003236,1952-10-06T00:00:00.000Z,2025-04-03T00:00:00.000Z,E,892,Lima,Buenos Aires,Bloqueado,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3238,Carlos,Martinez,CC,1000003237,2000-04-21T00:00:00.000Z,2025-03-11T00:00:00.000Z,E,876,Bogotá,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3239,Laura,Garcia,CE,1000003238,1983-08-16T00:00:00.000Z,2025-10-23T00:00:00.000Z,B,599,Bogotá,Buenos Aires,Inactivo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3240,Ana,Rodriguez,PEP,1000003239,1963-06-08T00:00:00.000Z,2025-01-22T00:00:00.000Z,E,722,Medellín,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3241,Maria,Hernandez,CE,1000003240,1952-08-13T00:00:00.000Z,2024-11-27T00:00:00.000Z,P,718,CDMX,Metropolitana,Inactivo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3242,Juan,Lopez,PEP,1000003241,1961-12-31T00:00:00.000Z,2025-10-18T00:00:00.000Z,E,492,Santiago,Cundinamarca,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3243,Maria,Gonzalez,CC,1000003242,1994-08-10T00:00:00.000Z,2024-12-20T00:00:00.000Z,P,582,Santiago,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3244,Laura,Garcia,CE,1000003243,1971-12-05T00:00:00.000Z,2025-03-30T00:00:00.000Z,B,553,Buenos Aires,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3245,Ana,Rodriguez,CC,1000003244,1984-09-24T00:00:00.000Z,2025-06-15T00:00:00.000Z,E,803,CDMX,,Inactivo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3246,Laura,Gonzalez,CC,1000003245,1970-09-20T00:00:00.000Z,2025-08-30T00:00:00.000Z,E,612,Santiago,Lima,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3247,Ana,Lopez,PEP,1000003246,1984-12-14T00:00:00.000Z,2024-03-18T00:00:00.000Z,P,577,Guadalajara,Cundinamarca,Bloqueado,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3248,Pedro,Martinez,CE,1000003247,1983-08-29T00:00:00.000Z,2024-05-16T00:00:00.000Z,B,609,Lima,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3249,Ana,Martinez,CE,1000003248,1964-09-10T00:00:00.000Z,2024-04-18T00:00:00.000Z,E,485,Lima,Buenos Aires,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3250,Carlos,Hernandez,CE,1000003249,1980-05-05T00:00:00.000Z,2025-07-11T00:00:00.000Z,B,523,Santiago,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3251,Laura,Rodriguez,CE,1000003250,1984-02-08T00:00:00.000Z,2025-04-30T00:00:00.000Z,P,873,Lima,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3252,Juan,Rodriguez,CE,1000003251,1950-04-21T00:00:00.000Z,2025-09-07T00:00:00.000Z,P,721,Medellín,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3253,Pedro,Hernandez,PEP,1000003252,1951-05-12T00:00:00.000Z,2025-11-11T00:00:00.000Z,E,895,Lima,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3254,Carlos,Gonzalez,CE,1000003253,1989-05-08T00:00:00.000Z,2024-07-07T00:00:00.000Z,B,326,Medellín,Jalisco,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3255,Maria,Martinez,CC,1000003254,1962-06-04T00:00:00.000Z,2025-08-01T00:00:00.000Z,P,680,Buenos Aires,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3256,Laura,Martinez,CC,1000003255,1966-06-22T00:00:00.000Z,2024-12-29T00:00:00.000Z,B,619,Lima,Lima,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3257,Miguel,Rodriguez,CE,1000003256,1970-11-16T00:00:00.000Z,2024-06-20T00:00:00.000Z,S,430,Medellín,Lima,Bloqueado,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3258,Miguel,Rodriguez,PEP,1000003257,1997-06-03T00:00:00.000Z,2026-02-23T00:00:00.000Z,S,822,Santiago,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3259,Juan,Hernandez,PEP,1000003258,1952-09-03T00:00:00.000Z,2025-02-26T00:00:00.000Z,E,579,Bogotá,Lima,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3260,Ana,Lopez,CE,1000003259,1949-03-23T00:00:00.000Z,2024-05-05T00:00:00.000Z,B,584,Lima,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3261,Juan,Gonzalez,CC,1000003260,1974-05-16T00:00:00.000Z,2024-03-31T00:00:00.000Z,B,496,Santiago,Cundinamarca,Inactivo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3262,Miguel,Garcia,CE,1000003261,1998-08-18T00:00:00.000Z,2024-12-20T00:00:00.000Z,P,574,Lima,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3263,Maria,Lopez,CE,1000003262,1971-06-24T00:00:00.000Z,2025-01-13T00:00:00.000Z,B,367,Guadalajara,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3264,Pedro,Lopez,CE,1000003263,2003-04-26T00:00:00.000Z,2024-03-14T00:00:00.000Z,B,532,CDMX,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3265,Pedro,Rodriguez,PEP,1000003264,1965-06-26T00:00:00.000Z,2025-09-21T00:00:00.000Z,P,521,Medellín,Metropolitana,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3266,Laura,Rodriguez,PEP,1000003265,1993-04-04T00:00:00.000Z,2024-10-28T00:00:00.000Z,E,752,Buenos Aires,Jalisco,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3267,Pedro,Rodriguez,CC,1000003266,2002-09-23T00:00:00.000Z,2025-02-16T00:00:00.000Z,P,603,Guadalajara,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3268,Laura,Lopez,CC,1000003267,1975-03-05T00:00:00.000Z,2024-11-03T00:00:00.000Z,S,699,Bogotá,Metropolitana,Inactivo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3269,Laura,Gonzalez,CE,1000003268,1954-03-26T00:00:00.000Z,2025-10-31T00:00:00.000Z,B,619,Medellín,Buenos Aires,Inactivo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3270,Laura,Rodriguez,CC,1000003269,1991-02-26T00:00:00.000Z,2025-06-11T00:00:00.000Z,B,563,Lima,Buenos Aires,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3271,Miguel,Martinez,CE,1000003270,1982-08-17T00:00:00.000Z,2025-03-23T00:00:00.000Z,E,664,Santiago,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3272,Miguel,Gonzalez,CC,1000003271,1961-09-30T00:00:00.000Z,2026-01-03T00:00:00.000Z,S,688,Bogotá,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3273,Ana,Martinez,CE,1000003272,1976-11-30T00:00:00.000Z,2025-05-16T00:00:00.000Z,B,526,Lima,Jalisco,Inactivo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3274,Carlos,Gonzalez,PEP,1000003273,2001-04-04T00:00:00.000Z,2025-02-05T00:00:00.000Z,P,755,CDMX,Cundinamarca,Inactivo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3275,Laura,Rodriguez,CE,1000003274,2002-03-10T00:00:00.000Z,2025-07-29T00:00:00.000Z,B,604,Santiago,,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3276,Laura,Garcia,PEP,1000003275,1958-08-28T00:00:00.000Z,2024-04-14T00:00:00.000Z,E,804,Buenos Aires,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3277,Carlos,Hernandez,PEP,1000003276,2002-03-26T00:00:00.000Z,2025-04-23T00:00:00.000Z,P,627,Lima,Cundinamarca,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3278,Juan,Rodriguez,CC,1000003277,1973-10-30T00:00:00.000Z,2026-02-21T00:00:00.000Z,B,820,Santiago,Metropolitana,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3279,Laura,Lopez,CC,1000003278,1982-06-26T00:00:00.000Z,2024-09-19T00:00:00.000Z,E,619,Guadalajara,Jalisco,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3280,Ana,Garcia,PEP,1000003279,1961-08-10T00:00:00.000Z,2026-02-13T00:00:00.000Z,S,791,Lima,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3281,Pedro,Lopez,CE,1000003280,1981-01-04T00:00:00.000Z,2025-08-21T00:00:00.000Z,P,760,Buenos Aires,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3282,Pedro,Gonzalez,CE,1000003281,1976-10-30T00:00:00.000Z,2025-03-21T00:00:00.000Z,P,834,CDMX,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3283,Maria,Lopez,CC,1000003282,1997-03-03T00:00:00.000Z,2025-11-20T00:00:00.000Z,S,743,Medellín,Jalisco,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3284,Maria,Garcia,CE,1000003283,1949-07-29T00:00:00.000Z,2025-02-23T00:00:00.000Z,P,742,Buenos Aires,Buenos Aires,Bloqueado,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3285,Pedro,Garcia,CE,1000003284,1998-03-21T00:00:00.000Z,2025-06-11T00:00:00.000Z,E,526,Guadalajara,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3286,Pedro,Rodriguez,CE,1000003285,1957-01-11T00:00:00.000Z,2024-09-21T00:00:00.000Z,S,865,Buenos Aires,Jalisco,Inactivo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3287,Miguel,Martinez,PEP,1000003286,1995-10-02T00:00:00.000Z,2024-11-02T00:00:00.000Z,B,826,Buenos Aires,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3288,Ana,Rodriguez,PEP,1000003287,1976-11-20T00:00:00.000Z,2024-04-18T00:00:00.000Z,E,815,Medellín,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3289,Carlos,Gonzalez,CE,1000003288,1965-07-09T00:00:00.000Z,2025-03-01T00:00:00.000Z,S,717,Bogotá,Lima,Activo,,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3290,Maria,Lopez,CC,1000003289,1954-10-21T00:00:00.000Z,2024-11-08T00:00:00.000Z,B,400,Santiago,Metropolitana,Bloqueado,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3291,Miguel,Martinez,CE,1000003290,1996-02-09T00:00:00.000Z,2024-05-17T00:00:00.000Z,E,707,Lima,Lima,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
3292,Miguel,Hernandez,CC,1000003291,1997-04-12T00:00:00.000Z,2025-11-22T00:00:00.000Z,E,704,Medellín,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
